Time_s,Nodes,Columns,LB,UB,Gap
2756.47,92,27940,20492.013502,29002.000000,41.5283
2760.61,93,27940,20496.919873,29002.000000,41.4944
2775.47,94,27968,20468.814332,29002.000000,41.6887
2788.03,95,27999,20468.814332,29002.000000,41.6887
2918.83,96,28826,20496.919873,29002.000000,41.4944
2922.29,97,28826,20497.617584,29002.000000,41.4896
2940.58,98,28840,20497.617584,29002.000000,41.4896
2967.15,99,28854,20500.950299,29002.000000,41.4666
2989.63,100,28880,20500.950299,29002.000000,41.4666
3135.71,101,29440,20502.054972,29002.000000,41.459
3145.17,102,29440,20503.168668,29002.000000,41.4513
3160.18,103,29451,20503.168668,29002.000000,41.4513
3171.82,104,29451,20503.602586,29002.000000,41.4483
3192.49,105,29477,20503.602586,29002.000000,41.4483
3279.41,106,29653,20505.821864,29002.000000,41.433
3308.84,107,29693,20505.821864,29002.000000,41.433
3325.21,108,29708,20507.803261,29002.000000,41.4193
3334.14,109,29708,20496.540087,29002.000000,41.4971
3341.44,110,29721,20496.540087,29002.000000,41.4971
3535.96,111,31261,20470.810791,29002.000000,41.6749
3550.79,112,31303,20470.810791,29002.000000,41.6749
3574.28,113,31353,20507.803261,29002.000000,41.4193
3582.33,114,31353,20472.741127,29002.000000,41.6615
