Time_s,Nodes,Columns,LB,UB,Gap
614.765,94,10366,5701.308419,10091.000000,76.9945
618.08,95,10379,5701.875779,10091.000000,76.9768
639.18,96,10450,5701.875779,10091.000000,76.9768
642.262,97,10455,5702.388384,10091.000000,76.9609
644.611,98,10456,5682.269254,10091.000000,77.5875
645.824,99,10467,5682.269254,10091.000000,77.5875
646.903,100,10467,5700.880112,10091.000000,77.0078
669.896,101,10703,5700.880112,10091.000000,77.0078
672.501,102,10711,5688.710712,10091.000000,77.3864
673.541,103,10715,5688.710712,10091.000000,77.3864
675.692,104,10715,5702.388384,10091.000000,76.9609
678.497,105,10726,5702.742633,10091.000000,76.9499
715.733,106,11465,5702.742633,10091.000000,76.9499
719.513,107,11473,5703.008229,10091.000000,76.9417
725.84,108,11476,5703.008229,10091.000000,76.9417
727.544,109,11476,5701.518647,10091.000000,76.9879
729.831,110,11490,5701.518647,10091.000000,76.9879
751.865,111,11522,5707.222901,10091.000000,76.811
755.87,112,11528,5686.038421,10091.000000,77.4698
757.104,113,11532,5686.038421,10091.000000,77.4698
759.112,114,11534,5707.222901,10091.000000,76.811
760.027,115,11538,5695.126825,10091.000000,77.1866
792.928,116,12236,5695.126825,10091.000000,77.1866
794.865,117,12240,5707.543825,10091.000000,76.8011
798.206,118,12248,5707.543825,10091.000000,76.8011
799.941,119,12252,5707.948450,10091.000000,76.7886
802.612,120,12257,5707.948450,10091.000000,76.7886
826.748,121,12340,5708.100281,10091.000000,76.7839
829.897,122,12348,5708.100281,10091.000000,76.7839
831.493,123,12348,5708.847010,10091.000000,76.7607
834.155,124,12360,5708.847010,10091.000000,76.7607
835.574,125,12360,5708.891973,10091.000000,76.7593
864.459,126,12515,5708.891973,10091.000000,76.7593
866.875,127,12515,5710.507688,10091.000000,76.7093
869.642,128,12515,5710.507688,10091.000000,76.7093
871.899,129,12525,5710.794283,10091.000000,76.7005
876.833,130,12529,5710.794283,10091.000000,76.7005
902.003,131,12581,5711.623571,10091.000000,76.6748
910.743,132,12607,5711.623571,10091.000000,76.6748
914.8,133,12621,5712.984304,10091.000000,76.6327
917.564,134,12621,5712.984304,10091.000000,76.6327
921.4,135,12625,5713.766493,10091.000000,76.6085
964.303,136,13284,5713.766493,10091.000000,76.6085
969.588,137,13293,5715.196690,10091.000000,76.5644
974.684,138,13298,5715.196690,10091.000000,76.5644
979.299,139,13314,5716.031914,10091.000000,76.5386
983.4,140,13317,5716.031914,10091.000000,76.5386
1013.89,141,13660,5716.229891,10091.000000,76.5324
1015.48,142,13660,5716.229891,10091.000000,76.5324
1017.7,143,13663,5716.644581,10091.000000,76.5196
1026.26,144,13663,5716.644581,10091.000000,76.5196
1028.7,145,13668,5717.314295,10091.000000,76.499
1053.28,146,13713,5717.314295,10091.000000,76.499
1056.54,147,13713,5719.736991,10091.000000,76.4242
1060.08,148,13713,5719.736991,10091.000000,76.4242
1061.84,149,13717,5719.803317,10091.000000,76.4222
1065.63,150,13719,5719.803317,10091.000000,76.4222
1096.54,151,14030,5719.830057,10091.000000,76.4213
1100.95,152,14031,5719.830057,10091.000000,76.4213
1102.36,153,14031,5723.066459,10091.000000,76.3216
1104.45,154,14039,5723.066459,10091.000000,76.3216
1107.2,155,14042,5724.173069,10091.000000,76.2875
1138.09,156,14273,5724.173069,10091.000000,76.2875
1137.94,157,14275,5725.086122,10091.000000,76.2594
1142.54,158,14282,5725.086122,10091.000000,76.2594
1146,159,14291,5726.090939,10091.000000,76.2284
1147.89,160,14291,5726.090939,10091.000000,76.2284
1180.51,161,14612,5726.967594,10091.000000,76.2015
1187.26,162,14612,5726.967594,10091.000000,76.2015
1189.26,163,14612,5730.798762,10091.000000,76.0837
1195.76,164,14617,5730.798762,10091.000000,76.0837
1197.39,165,14619,5731.305509,10091.000000,76.0681
1228.49,166,15222,5731.305509,10091.000000,76.0681
1230.44,167,15226,5731.736570,10091.000000,76.0548
1235.18,168,15227,5731.736570,10091.000000,76.0548
1237.17,169,15227,5731.970076,10091.000000,76.0477
1239.65,170,15230,5731.970076,10091.000000,76.0477
1268.44,171,15338,5733.245636,9822.000000,71.3166
1273.19,172,15338,5733.245636,9822.000000,71.3166
1275.91,173,15339,5733.873715,9822.000000,71.2978
1282.06,174,15344,5733.873715,9822.000000,71.2978
1283.81,175,15347,5735.227156,9822.000000,71.2574
1310.83,176,15504,5735.227156,9822.000000,71.2574
1312.94,177,15504,5736.300068,9822.000000,71.2254
1318.75,178,15504,5736.300068,9822.000000,71.2254
1320.47,179,15507,5737.364183,9822.000000,71.1936
1325.1,180,15507,5737.364183,9822.000000,71.1936
1364.21,181,15896,5739.663615,9822.000000,71.125
1367.84,182,15896,5739.663615,9822.000000,71.125
1369.2,183,15896,5741.523334,9822.000000,71.0696
1373.98,184,15897,5741.523334,9822.000000,71.0696
1376.11,185,15899,5744.836411,9822.000000,70.9709
1412.17,186,16259,5744.836411,9822.000000,70.9709
1412.61,187,16261,5745.761857,9822.000000,70.9434
1414.46,188,16261,5745.761857,9822.000000,70.9434
1416.15,189,16261,5746.369723,9822.000000,70.9253
1424.78,190,16277,5746.369723,9822.000000,70.9253
1463.62,191,16671,5747.368212,9822.000000,70.8956
1469.65,192,16675,5747.368212,9822.000000,70.8956
1472.03,193,16679,5719.257554,9822.000000,71.7356
1472.46,194,16679,5719.257554,9822.000000,71.7356
1473.88,195,16679,5748.602331,9822.000000,70.8589
1512.48,196,16826,5748.602331,9822.000000,70.8589
1515.03,197,16826,5749.498690,9822.000000,70.8323
1518.14,198,16826,5749.498690,9822.000000,70.8323
1519.38,199,16826,5752.006415,9822.000000,70.7578
1525.5,200,16827,5727.064454,9822.000000,71.5015
1552.68,201,16971,5727.064454,9822.000000,71.5015
1554.97,202,16971,5752.006415,9822.000000,70.7578
1558.24,203,16974,5752.669446,9822.000000,70.7381
1562.98,204,16974,5752.669446,9822.000000,70.7381
1564.54,205,16974,5753.499472,9822.000000,70.7135
1593.27,206,17055,5753.499472,9822.000000,70.7135
1594.53,207,17055,5753.707155,9822.000000,70.7073
1601.07,208,17067,5753.707155,9822.000000,70.7073
1602.27,209,17067,5755.026358,9822.000000,70.6682
1605.87,210,17067,5740.668662,9822.000000,71.0951
1641.33,211,17538,5740.668662,9822.000000,71.0951
1643.82,212,17538,5755.026358,9822.000000,70.6682
1646.41,213,17538,5755.545588,9822.000000,70.6528
1651.34,214,17541,5755.545588,9822.000000,70.6528
1653.03,215,17541,5755.994187,9822.000000,70.6395
1676.35,216,17580,5755.994187,9822.000000,70.6395
1678.07,217,17580,5756.602799,9822.000000,70.6215
1685.7,218,17582,5756.602799,9822.000000,70.6215
1686.34,219,17582,5757.534143,9822.000000,70.5939
1689.1,220,17582,5757.534143,9822.000000,70.5939
1717.52,221,17690,5757.632777,9822.000000,70.5909
1724.97,222,17694,5757.632777,9822.000000,70.5909
1727.22,223,17694,5758.379706,9822.000000,70.5688
1733.4,224,17694,5758.379706,9822.000000,70.5688
1737.38,225,17696,5758.943674,9822.000000,70.5521
1786.59,226,18180,5758.943674,9822.000000,70.5521
1789.78,227,18180,5759.701778,9822.000000,70.5297
1796.66,228,18180,5759.701778,9822.000000,70.5297
1800.1,229,18183,5760.023161,9822.000000,70.5201
1805.72,230,18183,5760.023161,9822.000000,70.5201
1846.61,231,18449,5762.173695,9822.000000,70.4565
1849.83,232,18449,5762.173695,9822.000000,70.4565
1852.71,233,18449,5762.493287,9822.000000,70.4471
1857.75,234,18449,5762.493287,9822.000000,70.4471
1859.53,235,18449,5764.022302,9822.000000,70.4018
1904.12,236,18658,5764.022302,9822.000000,70.4018
1906.4,237,18658,5764.552979,9822.000000,70.3862
1912.01,238,18658,5764.552979,9822.000000,70.3862
1914.71,239,18660,5764.931826,9822.000000,70.375
1920.5,240,18662,5764.931826,9822.000000,70.375
1943.66,241,18757,5766.224060,9822.000000,70.3368
1950.38,242,18762,5766.224060,9822.000000,70.3368
1953.56,243,18765,5766.519116,9822.000000,70.3281
1958.52,244,18765,5766.519116,9822.000000,70.3281
1959.36,245,18767,5768.962577,9822.000000,70.2559
1995.55,246,18814,5768.962577,9822.000000,70.2559
1998.06,247,18814,5769.010011,9822.000000,70.2545
2005.98,248,18817,5769.010011,9822.000000,70.2545
2009.19,249,18817,5769.192831,9822.000000,70.2491
2016.78,250,18820,5769.192831,9822.000000,70.2491
2044.64,251,18908,5769.716762,9822.000000,70.2337
2049.04,252,18918,5769.716762,9822.000000,70.2337
2052.13,253,18920,5769.878775,9822.000000,70.2289
2057.95,254,18926,5769.878775,9822.000000,70.2289
2061.5,255,18937,5769.882268,9822.000000,70.2288
2096.15,256,19340,5769.882268,9822.000000,70.2288
2098.26,257,19340,5770.793701,9822.000000,70.2019
2103.39,258,19342,5770.793701,9822.000000,70.2019
2105.82,259,19342,5771.531559,9822.000000,70.1801
2110.11,260,19344,5771.531559,9822.000000,70.1801
2133.69,261,19404,5771.716827,9822.000000,70.1747
2141.52,262,19405,5771.716827,9822.000000,70.1747
2141.77,263,19411,5772.896857,9822.000000,70.1399
2147.86,264,19413,5772.896857,9822.000000,70.1399
2151.81,265,19418,5773.449863,9822.000000,70.1236
2182.99,266,19527,5773.449863,9822.000000,70.1236
2186.22,267,19527,5774.199745,9822.000000,70.1015
2192.71,268,19527,5774.199745,9822.000000,70.1015
2195.16,269,19527,5775.683988,9822.000000,70.0578
2201.7,270,19527,5775.683988,9822.000000,70.0578
2231.12,271,19722,5775.724909,9822.000000,70.0566
2235.12,272,19722,5775.724909,9822.000000,70.0566
2239.5,273,19722,5776.839749,9822.000000,70.0238
2246.42,274,19722,5776.839749,9822.000000,70.0238
2248.9,275,19722,5776.843365,9822.000000,70.0237
2282.91,276,19811,5776.843365,9822.000000,70.0237
2285.44,277,19813,5776.929473,9822.000000,70.0211
2290.7,278,19821,5776.929473,9822.000000,70.0211
2292.36,279,19821,5777.172885,9822.000000,70.014
2302.42,280,19826,5777.172885,9822.000000,70.014
2330.32,281,20032,5777.297639,9822.000000,70.0103
2342.28,282,20045,5777.297639,9822.000000,70.0103
2345.12,283,20045,5778.628588,9822.000000,69.9711
2356.65,284,20049,5778.628588,9822.000000,69.9711
2359.97,285,20056,5779.193156,9822.000000,69.9545
2391.84,286,20110,5779.193156,9822.000000,69.9545
2395.81,287,20110,5780.882150,9822.000000,69.9049
2403.46,288,20113,5780.882150,9822.000000,69.9049
2406.61,289,20116,5781.375378,9822.000000,69.8904
2411.35,290,20116,5781.375378,9822.000000,69.8904
2441.39,291,20305,5781.480684,9822.000000,69.8873
2444.83,292,20307,5781.480684,9822.000000,69.8873
2448.13,293,20307,5781.557452,9822.000000,69.885
2457.56,294,20308,5781.557452,9822.000000,69.885
2463.72,295,20312,5782.887183,9822.000000,69.846
2501.25,296,20399,5782.887183,9822.000000,69.846
2504.29,297,20399,5783.010536,9822.000000,69.8423
2507.1,298,20401,5783.010536,9822.000000,69.8423
2511.24,299,20403,5783.695141,9822.000000,69.8222
2519.47,300,20404,5783.695141,9822.000000,69.8222
2565.91,301,20815,5785.237353,9822.000000,69.777
2568.36,302,20818,5785.237353,9822.000000,69.777
2569.21,303,20818,5785.562359,9822.000000,69.7674
2577.39,304,20820,5785.562359,9822.000000,69.7674
2586.33,305,20820,5786.093784,9822.000000,69.7518
2615.36,306,20839,5786.093784,9822.000000,69.7518
2619.51,307,20847,5786.191775,9822.000000,69.749
2626.12,308,20847,5786.191775,9822.000000,69.749
2626.88,309,20847,5786.731934,9822.000000,69.7331
2633.26,310,20853,5786.731934,9822.000000,69.7331
2667.24,311,20951,5787.030660,9822.000000,69.7243
2677.41,312,20951,5787.030660,9822.000000,69.7243
2682.71,313,20951,5787.066374,9822.000000,69.7233
2687.07,314,20952,5787.066374,9822.000000,69.7233
2690.15,315,20958,5787.114741,9822.000000,69.7219
2722.79,316,21066,5787.114741,9822.000000,69.7219
2727.74,317,21072,5787.555076,9822.000000,69.709
2736.42,318,21072,5787.555076,9822.000000,69.709
2739.19,319,21072,5787.633399,9822.000000,69.7067
2743.23,320,21072,5787.633399,9822.000000,69.7067
2771.25,321,21148,5787.890380,9822.000000,69.6991
2776.38,322,21148,5787.890380,9822.000000,69.6991
2778.4,323,21148,5788.291911,9822.000000,69.6874
2782.38,324,21151,5788.291911,9822.000000,69.6874
2786.21,325,21154,5788.566638,9822.000000,69.6793
2819.55,326,21298,5788.566638,9822.000000,69.6793
2823.81,327,21300,5778.723730,9822.000000,69.9683
2825.36,328,21304,5778.723730,9822.000000,69.9683
2828.54,329,21311,5788.882369,9822.000000,69.6701
2839.43,330,21314,5788.882369,9822.000000,69.6701
2874.92,331,21595,5789.238365,9822.000000,69.6596
2880.35,332,21596,5789.238365,9822.000000,69.6596
2883.81,333,21596,5789.454324,9822.000000,69.6533
2891.29,334,21598,5789.454324,9822.000000,69.6533
2894.04,335,21598,5790.220207,9822.000000,69.6309
2923.37,336,21716,5777.885511,9822.000000,69.993
2924.1,337,21716,5777.885511,9822.000000,69.993
2928.91,338,21719,5790.220207,9822.000000,69.6309
2930.06,339,21722,5790.740705,9822.000000,69.6156
2936.32,340,21722,5790.740705,9822.000000,69.6156
2976.75,341,22009,5791.515581,9822.000000,69.5929
2981.59,342,22009,5791.515581,9822.000000,69.5929
2983.88,343,22013,5791.833630,9822.000000,69.5836
2990.08,344,22017,5791.833630,9822.000000,69.5836
2991.55,345,22017,5792.069253,9822.000000,69.5767
3027.38,346,22047,5792.069253,9822.000000,69.5767
3030.88,347,22050,5793.555554,9822.000000,69.5332
3040.52,348,22050,5793.555554,9822.000000,69.5332
3042.59,349,22050,5795.767274,9822.000000,69.4685
3047.36,350,22050,5795.767274,9822.000000,69.4685
3079.54,351,22104,5795.838139,9822.000000,69.4664
3080.85,352,22104,5795.838139,9822.000000,69.4664
3083.65,353,22104,5795.995724,9822.000000,69.4618
3088.48,354,22108,5795.995724,9822.000000,69.4618
3090.95,355,22108,5796.237668,9822.000000,69.4547
3142.85,356,22461,5796.237668,9822.000000,69.4547
3145.01,357,22461,5797.504322,9822.000000,69.4177
3152.04,358,22465,5797.504322,9822.000000,69.4177
3157.62,359,22465,5797.661640,9822.000000,69.4131
3163.31,360,22465,5797.661640,9822.000000,69.4131
3189.28,361,22488,5798.068206,9822.000000,69.4012
3197.52,362,22488,5798.068206,9822.000000,69.4012
3200.73,363,22488,5798.193268,9822.000000,69.3976
3205.66,364,22488,5798.193268,9822.000000,69.3976
3210.17,365,22491,5798.502908,9822.000000,69.3886
3244.86,366,22579,5798.502908,9822.000000,69.3886
3248.27,367,22579,5798.787500,9822.000000,69.3802
3254.93,368,22583,5798.787500,9822.000000,69.3802
3259.16,369,22586,5799.398315,9822.000000,69.3624
3262.77,370,22586,5799.398315,9822.000000,69.3624
3304.75,371,22793,5800.186346,9822.000000,69.3394
3312.63,372,22794,5800.186346,9822.000000,69.3394
3319,373,22801,5800.193930,9822.000000,69.3392
3323.93,374,22802,5800.193930,9822.000000,69.3392
3327.5,375,22806,5800.705415,9822.000000,69.3242
3375.53,376,23418,5800.705415,9822.000000,69.3242
3380.84,377,23423,5800.783652,9822.000000,69.322
3388.95,378,23425,5800.783652,9822.000000,69.322
3392.51,379,23426,5801.343989,9822.000000,69.3056
3400.61,380,23426,5801.343989,9822.000000,69.3056
3431.25,381,23548,5802.393612,9822.000000,69.275
3439.66,382,23548,5802.393612,9822.000000,69.275
3443.2,383,23548,5802.519502,9822.000000,69.2713
3457.47,384,23548,5802.519502,9822.000000,69.2713
3462.44,385,23548,5803.606217,9822.000000,69.2396
3502.07,386,23653,5803.606217,9822.000000,69.2396
3505.09,387,23658,5803.981580,9822.000000,69.2287
3512.53,388,23661,5803.981580,9822.000000,69.2287
3516.33,389,23663,5804.176316,9822.000000,69.223
3520.4,390,23663,5804.176316,9822.000000,69.223
3559.92,391,24060,5805.105832,9822.000000,69.1959
3566.35,392,24065,5805.105832,9822.000000,69.1959
3568.15,393,24065,5805.387997,9822.000000,69.1877
3575.97,394,24065,5805.387997,9822.000000,69.1877
3581.37,395,24066,5805.851522,9822.000000,69.1742
